"","Domain","Phylum","Class","Order","Family","Genus","Species"
"ecbb68ce39c49df33df7401f07972dcbf340faf0f08597af21605d90e6501f22f118d660620be50d0b7b6d02b97fe116_9e6f6cb1236a83f64a297eb137a43396aab29a6ebf9356a24efe7daad2469314a0b0dcaf1406bdfdf2fa99507ed14c3b","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","",""
"340aa9357ef44878dd45a5ce271b2258b629a8d9eb3afa2a1f763f74e2882c99d876c82e999d47951d54088ef1b0e118_6f729f2cccc751c9c01a130a98a9c901d9129098510f55d974fd5731aece4610f8ba10f2c497863c4e1335b522214bee","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella",""
"1fecd17d65e70580b4cc093904747094416b0dae7e976dc41e20fe63a505a8a4fbb9e307053670527188a0fb9f0231fb_3d79b2b56402ba5d813fca0ad5067c182de901f0829ada09a7ea4402bee490517a1a21f9e86b4e5c97f190277d4b788a","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella",""
"cc875835465cd31f1416ebe8194ff2445489154e59c0de66d1c753c6b71d72c234b7c7cd7663e6696b9e777789c74064_3d79b2b56402ba5d813fca0ad5067c182de901f0829ada09a7ea4402bee490517a1a21f9e86b4e5c97f190277d4b788a","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthella",""
"e22e78911e5ba970b976f8f0cb9d892e3cc72cf9202da9ce0ca92ac9c738f163ac4ba9c3e6c102ba9845343aac4308fd_020b4c00aad9a8b88aa4f49f989e79c95098ca84fff1934bfdd0109ae8f7b3a9e0c2e92da726f9673462a60ef915e496","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia",""
"5f985f9e3295bd2547935c80fbbeff88e736bb01eda0ed49539baf8e486babb431ff6da9160037e772b6482abead8a1f_3fdba88a49203bece6aebde3723f7a6925083afeeada34e4fdfc4aaf3257a567bd7d8f115f4f7681686d03c979dc73ee","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia",""
"5f985f9e3295bd2547935c80fbbeff88e736bb01eda0ed49539baf8e486babb431ff6da9160037e772b6482abead8a1f_a41215af9914ecf4736add8f06d533b31777acd870b5aabd70a9ca2df118fdadf46d5192c1563595af03310f244445bc","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia",""
"5f985f9e3295bd2547935c80fbbeff88e736bb01eda0ed49539baf8e486babb431ff6da9160037e772b6482abead8a1f_0e3ccefa17efd7c795d772007a323f1038e31e7a74ca5ec7a06126ea161d859e3bf4dd95d922b0aa15736a3db0d1ef62","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia","uncultured_bacterium"
"5f985f9e3295bd2547935c80fbbeff88e736bb01eda0ed49539baf8e486babb431ff6da9160037e772b6482abead8a1f_669e0d9d3445da019880d01974bacdbb12de6d8ca7c076f0365018e72eb47a51ca9655f24a744c2731ee70fb9c776bce","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia",""
"5f985f9e3295bd2547935c80fbbeff88e736bb01eda0ed49539baf8e486babb431ff6da9160037e772b6482abead8a1f_020b4c00aad9a8b88aa4f49f989e79c95098ca84fff1934bfdd0109ae8f7b3a9e0c2e92da726f9673462a60ef915e496","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia",""
"a8673165c2f1ffc7e2ac9419f209ed8d51885483128a937eda66e219a5034147887a311f5419832d85c7ca72a0d49bb2_2b99433f130e421341bcb3c40093026afd726f765cd0369274c1ba68d2a09e4b2bc2f7ac7d29e3ffaa4f249b7e2bfdfa","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Gordonibacter",""
"c301ae5a94f49e2cbc56019473204eeb3b972cfa4bb8727a2668593d21d670c61a69dc41bb11d2db5733855db1e50e30_2b99433f130e421341bcb3c40093026afd726f765cd0369274c1ba68d2a09e4b2bc2f7ac7d29e3ffaa4f249b7e2bfdfa","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Gordonibacter",""
"de09f9ac53fdc0ec55f899007180941ac215f7fcd34def7b9cb5ebe5bd954776f2ce1650f6d48817a42629d9238983ac_3d79b2b56402ba5d813fca0ad5067c182de901f0829ada09a7ea4402bee490517a1a21f9e86b4e5c97f190277d4b788a","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Enteroscipio","Enteroscipio_rubneri"
"c301ae5a94f49e2cbc56019473204eeb3b972cfa4bb8727a2668593d21d670c61a69dc41bb11d2db5733855db1e50e30_6d7e6098f37d013a8d71c62377f88c3e4b822df02771098d7402a5c42a6dc3fa4c8eac20c6d3c02d8d426dbc0050463b","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Gordonibacter","Gordonibacter_urolithinfaciens"
"c2f860053c9b5c7709c4caf67c3506e287bc99d3d8a46bbd00f48355ea57d5a47e9e435538cf97e686a2777ea7912208_d1bd99f4ec3da59820d13369dfd14366bbbb42fc631283f7b183f10a3d48d42059761108ebda1a06216b044f2f93c159","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","uncultured",""
"3823048255a577c0499c0bac8a3c7e3676dccadb434abf97ad8c21657326d99cd26088510c9b231e9abab49ff5a9478f_6ee6ae5c07a650c56eb2397fb988e1868646f12a2e7b9f5b0c198c45dc806d19b6f892a08bddb0afcc015947187e1d89","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","uncultured",""
"3823048255a577c0499c0bac8a3c7e3676dccadb434abf97ad8c21657326d99cd26088510c9b231e9abab49ff5a9478f_d1bd99f4ec3da59820d13369dfd14366bbbb42fc631283f7b183f10a3d48d42059761108ebda1a06216b044f2f93c159","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","uncultured",""
"b585bda61ebc5754ce197a166f20ed5a49ba5c083ec7a93b1da050be1fee556127254be50ed2467a268b5bb3e545214d_afd0536288879a5772327a7dfb70bd076953acca76ea8b3d81fe9752b6e7a0b781544cd42bac4456e28c1ffdfd156113","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"358073f5c4c4f838aa2f717d9346932430b5ed1b62f54d435d223416eec851d86c9e282daea2e7771682a98716602c3d_afd0536288879a5772327a7dfb70bd076953acca76ea8b3d81fe9752b6e7a0b781544cd42bac4456e28c1ffdfd156113","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"f8b959b30fd176a19244cdf93b319c21312ed27011ff84587ad2616344271020c8d0a3e8dd86504a257a1c9e91129f96_afd0536288879a5772327a7dfb70bd076953acca76ea8b3d81fe9752b6e7a0b781544cd42bac4456e28c1ffdfd156113","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"177984598530030a81fb2786f6788cd4a689c1bbe7bcf4a58c3d2a0db2cee9a65e30a810ec929c957d4368bec10079bc_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"0e2b080880991756222091c3810b9d0cf7fa719bc3e9828f6dc0fbe2f4b73dc12588360667ef1334296dfea6dd8d4f6f_afd0536288879a5772327a7dfb70bd076953acca76ea8b3d81fe9752b6e7a0b781544cd42bac4456e28c1ffdfd156113","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"144d78ce77c82d914ff752200a1f1d5f0aedcd38815daddd5936d382b6e316c66b52b91327d4065ba4d5abe2c4140a49_afd0536288879a5772327a7dfb70bd076953acca76ea8b3d81fe9752b6e7a0b781544cd42bac4456e28c1ffdfd156113","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"177984598530030a81fb2786f6788cd4a689c1bbe7bcf4a58c3d2a0db2cee9a65e30a810ec929c957d4368bec10079bc_afd0536288879a5772327a7dfb70bd076953acca76ea8b3d81fe9752b6e7a0b781544cd42bac4456e28c1ffdfd156113","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"b96b91d22940c08500ba12d9f27df279882a1400e7e9a841ad63fe9e79caa69718df8217caf381effc91fe1bfdc69cb6_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"679b313e50314c77ff77d04b3520545b4e02964676de3534b5ea1d7e679d121750d9b040305eb314c2c5563e6428daeb_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"d5efb5503ab55cc2877bfc41967c4b767eafea6c97f644c8307707ff37f248c3ea9a7014909055c98de2a9a44d3c8b00_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"5ef5070c022380a3163a88679f6658e90c800fc6110d7f9be29cb0e4b4d4050e7312bf3b288c2740605dd4cad66981aa_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"39d359b15db59387bb4e296694ce11aff8bafcf2d9685170ee9cd82d54861364d8f5714199bce44b79b9ac6b840695cb_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"a84265da9fdb6254fbfbc61760b8d2a3bbfbf0455ee2c1c5fdb555411ece07540d5113dd3df28e17997312555e95276f_fc295556e6d17994ab05d8a8708cf7d79a6ba716dc1730df93bd5e5870b64f9c91c75583d3b6aaf443822af835924077","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"a84265da9fdb6254fbfbc61760b8d2a3bbfbf0455ee2c1c5fdb555411ece07540d5113dd3df28e17997312555e95276f_06f05ff66d911819acc182efbbd1375fd4b2937d1f06be920d60cc975f7bcffc48a23aa8957b67ece18a45a4236d944d","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"4af0aea69474535af73831e093ecca9f72bb1cf5e7080a73256fdfb55351356043682f1b62dd7f9d4e7efb83dd08a07e_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"8e129e036434a7dda74c22018dc220c1579441eafb5d4ee3c0277610aa8fc6abd7490ae09acf4e004834627a420bbd95_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"ecf0d5155fa8d427c4065d773752c44c6e4508678ed812078cf4eab9e52d58b80959c0687149a67013096a86c46d319d_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"e709ef35da93104d25af0e29db3b4a04e90ea96feec94bc82d7af3c8d3a4e6804aebf8a58380c5a404d186e24cf75100_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"29446fa97a1aaca3d306b66ae1fffbb6e2c4cefae887ba8697bdcc8e41df466187aec20bb878baf8ec6d71f43e4b198c_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"a84265da9fdb6254fbfbc61760b8d2a3bbfbf0455ee2c1c5fdb555411ece07540d5113dd3df28e17997312555e95276f_00fa84010aa0d22899fd1eccb49bed40871159425a74227a4e86cef9fbc6823f0b400517839c0096b403f0127227c3ea","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"9b91709e72dfb58def93cc70650bd6794d11db58b1cfb7d5040caabc6934d40ff1d7211ee0055f43b404a4bb8570a4b4_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"2dc62039f5b8ad120432779a4fc7ba4ba0fe04aa00d0ce3bb1d834bb81693d72400e9abf13aa5ab8d23283ecbddf42e7_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"a84265da9fdb6254fbfbc61760b8d2a3bbfbf0455ee2c1c5fdb555411ece07540d5113dd3df28e17997312555e95276f_5cc3783ab8fc50ecafe0e335f324dc8fd6cb9d3e058b917cc8b3e32ca3b15ea15e752fd20fec948369e6de843ddb0f79","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"a84265da9fdb6254fbfbc61760b8d2a3bbfbf0455ee2c1c5fdb555411ece07540d5113dd3df28e17997312555e95276f_9b7843a464f71a9976bc50feb6596a19dab6b628fd5882e8069f0762b8c1b931cdf2be4248193de775eeaef9952621ef","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"a84265da9fdb6254fbfbc61760b8d2a3bbfbf0455ee2c1c5fdb555411ece07540d5113dd3df28e17997312555e95276f_199544dc43e975f4d7c3cf20ec1f1051e7721b364fe0c1a036113dc0e1ca10346313a8f62ec5545be454f1d025373376","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"1a838ef0606f315616cde114c108d63539eb89904c0fc05c990e99639cc859d3460359f60a6e7fcde16f20471cba6a8d_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"dc58310a1b8c18f5cedd21aed8382329126ece1119f3182f22b72ba9e6b20548ce1655b27a3193eed37e7e9e01f1530d_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"1c598b1680e28dfc45497a4273d702f1a96a346bc571699b043ed87699a3a40015eca1fbda3ed2bd10ecd62914905822_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"f3fccb22b03e35df0822a58c5fda5412f484782a3d9db30b265b664d4d10317f50576465f82e7147756c0f19b07d4a82_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"ff3a5b29230242672d968be44776752cb25bec2bed592d161436a779394de69fb1cfc4b2d2cbe1ba8276026642610028_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"a84265da9fdb6254fbfbc61760b8d2a3bbfbf0455ee2c1c5fdb555411ece07540d5113dd3df28e17997312555e95276f_329ca6cb9321cab4bd43122e18c9688c32dc30edb76c08d726903c5d1aadcb392ebf1094326542a3a11de18904a93b98","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"403459164e775d01c3cc007da285decd016d780f5269928386a411970a9ae04a43a7bdcb8fb2a9db610373c482e503c4_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"f2c8a1a4c8c79656c4e8576f2dc6715dc32bf58d67218866d859e06dca20ecf630ef657ee10bfbddad90035a6816dd4b_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"80ce1ec967724da901d885fb32335341f8b9555d980d8e58d51a92c1db08ea8b26bbf0f06793e05317345251f1fb76df_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"59a25870500e1cf6ac4b0eb33368969e3b120d70cb984054a94487c8435399994f80023ce71411b8682edf4b085c5f8e_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"a84265da9fdb6254fbfbc61760b8d2a3bbfbf0455ee2c1c5fdb555411ece07540d5113dd3df28e17997312555e95276f_1f2ddf9949ce0723d23ec866ca1e951c9fc4a8c7b6d1b6821c618ea6044e7c68e3c9ab380e7340c5c534c23c3767b93d","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"0a9c8b308d3437ccbe8d28a15f7ffd664f68672eaf66e403b3ec847e9a8dccac651b42a70cdbb6e79028b2eb1f91c200_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"a84265da9fdb6254fbfbc61760b8d2a3bbfbf0455ee2c1c5fdb555411ece07540d5113dd3df28e17997312555e95276f_814a13700550561b6c8201423ab2d77bfc2e2f120d11005f06647b125866bbcda7ffb53b0ecc6b371b32b9689d1c2805","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"a84265da9fdb6254fbfbc61760b8d2a3bbfbf0455ee2c1c5fdb555411ece07540d5113dd3df28e17997312555e95276f_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"07339cac18ecc06e21b04520d38b0a0390569dc406428976185efdba3d304d8785ad550c90b02d7552f607cf7a670c30_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"3927efd53811993df106a95302ab410c8d2b28f70af7f60f4a3d51d3bbb8601503a83aa5cda5481f29e74679e1862fa2_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"a1cfe778e0e7858b726a601b680d135e0dfa99686e9b3e8a907294299e5c0dec2d21b5d07971410b41b5ae6c96db7354_814a13700550561b6c8201423ab2d77bfc2e2f120d11005f06647b125866bbcda7ffb53b0ecc6b371b32b9689d1c2805","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"a1cfe778e0e7858b726a601b680d135e0dfa99686e9b3e8a907294299e5c0dec2d21b5d07971410b41b5ae6c96db7354_00fa84010aa0d22899fd1eccb49bed40871159425a74227a4e86cef9fbc6823f0b400517839c0096b403f0127227c3ea","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"a1cfe778e0e7858b726a601b680d135e0dfa99686e9b3e8a907294299e5c0dec2d21b5d07971410b41b5ae6c96db7354_fa217bbef45ab74030551ea2d8a14ea4c45524149d5147ddec98a46e7715fae3d3107eb803136edda646b0a49f3ce0c7","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"a1cfe778e0e7858b726a601b680d135e0dfa99686e9b3e8a907294299e5c0dec2d21b5d07971410b41b5ae6c96db7354_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"8a4a3b1d6fdfcf051ac3985c90c739b9d8b808004b09a60c6386f9b51892a46322e54416f42aea74bf4561b10c34271f_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"7f7fa22707afeacd3afdaa8ffc50fb8cf34aaf7b0d8e8cf5437b0c2fa14043ddfaa52df236eabc5ea2aca2e32f307beb_00fa84010aa0d22899fd1eccb49bed40871159425a74227a4e86cef9fbc6823f0b400517839c0096b403f0127227c3ea","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"61e209c9fe465534371918c3901b78f9d87978959719be6971a037170865a6c0fe9a27067c3c565a0317f5b8c0f1db51_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"20610461f7bf15351b1056316741a2acf38f5c3730dfe15da4824304f0440a6a1f3294935c1b236471a002f5b5c7ad18_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"26eda1280c8db70bbdc27b48d403319d2ca34dd22fb98c38c132190e98335c70d9733337ffb2cb8bd947e1ffbd41f1b7_00fa84010aa0d22899fd1eccb49bed40871159425a74227a4e86cef9fbc6823f0b400517839c0096b403f0127227c3ea","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"9193b3d129b0eed0298d7eba4bd4d65ec30a7e79d1f26c2dcfffdbb209c96cf3b3ff48c9252179a324551308ac46181a_00fa84010aa0d22899fd1eccb49bed40871159425a74227a4e86cef9fbc6823f0b400517839c0096b403f0127227c3ea","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"9193b3d129b0eed0298d7eba4bd4d65ec30a7e79d1f26c2dcfffdbb209c96cf3b3ff48c9252179a324551308ac46181a_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"eabbc49d3acf13fcf253d5872b3b57a6497404be328a8815a89cf6b8f083c0b094db047195e1d9da40c871a2b2977ffb_00fa84010aa0d22899fd1eccb49bed40871159425a74227a4e86cef9fbc6823f0b400517839c0096b403f0127227c3ea","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"280fb2e24c55eac8c6041d077dece1294306b504d4cfcbf766102816d4c3cd3c4368c2074393206880394d1cdbddd38a_00fa84010aa0d22899fd1eccb49bed40871159425a74227a4e86cef9fbc6823f0b400517839c0096b403f0127227c3ea","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"eb6f273297c53766b39564b808d07ae0c27c917e931cfefc64076426cbaa4bd674e8a3d1d0814274b947db1ba4565a8c_00fa84010aa0d22899fd1eccb49bed40871159425a74227a4e86cef9fbc6823f0b400517839c0096b403f0127227c3ea","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
"cbb315b6b932f9cdd8deefe6a6be55d770bac0cd6a890e3bfb20b1e07faf2ab7a49d98e53d4513356b6dad1b0c6561dc_1e77ae20259d42b03f597262ba6d7dc914ed88a8845e979298d977aa75ae2b8fab815a0b526d2555fa82fef631f46a30","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium",""
